index,company,category,training/test,description
288,株式会社コンピューター・ビジネス,IT,training, サーバ 構築 行う ほか オンラインストレージ サービス CLOUD 型 IP カメラ システム 提供 する そのほか バス会社 勤怠 管理 運賃 管理 *
289,株式会社電子工学センター,IT,training, 公共機関 向け 金融業 製造業 向け 様々 分野 ソフト 開発 する いる サーバー ネットワーク 構築 監視 手掛ける
290,トリオシステムプランズ株式会社,IT,training, 各種 業界 ノウハウ 生かす ネットワーク システム 構築 提案 お呼び ソリューション サービス 提供 行う いる 会社 医療 金
291,トリオシステムプランズ株式会社,IT,training, 医療 分野 院内 物流 電子カルテ システム 開発 導入 実績 持つ 銀行 基幹 系 システム 運用 開発 競馬 競輪 等
292,株式会社スカイウイル,IT,training, ネットワーク サーバ 仮想化 構築 Web ソリューション 開発 手掛ける 会社 アプリケーション 開発 病院
293,株式会社トライバルユニット,IT,training, 自社 保有 ブース 利用 する コールセンター 運営 代行 テレマーケティング 支援 行う コールセンター 販売員 事務員 お呼び 物流 人
294,株式会社富士通パブリックソリューションズ,IT,training, 中央省庁 外郭 機関 民営化 会社 受注 基づく 業務 システム 開発 運用 保守 行う いる サーバー スト
295,株式会社フォーデジット,IT,training, マーケティング戦略 念頭 置く Webサイト アプリ デザイン 制作 請け負い 運用 更新 手掛ける 業務 フロー 運用 体制
296,コンピューターシステム株式会社,IT,training, 財務 金融 物流 生産管理 関わる ソフトウェア 設計 開発 行う いる サーバー ネットワーク インフラ 設計 構築 運用 請ける
297,株式会社システムハウス．アイエヌジー,IT,training, 様々 分野 向け 業務用 システム 開発 行う おる 金融 業界 流通 業界 向け システム開発 得意 する 投資信託 管理 cis
298,本多通信工業株式会社,IT,training, 通信 インフラ 向け 光ファイバ 用 コネクタ FA 機器 向け INTERFACE 用 コネクタ 民生 機器 向け ノートパソコン デジタルカメラ メモリーカード 用 ソケット 車載 向け 車載 カメラ 用 コネクタ ケーブル ハーネス 電気 コネクタ お呼び 光 コネクタ 製造 販売 手掛ける 特定子会社 である 安
299,株式会社テクノ・セブン,IT,training, 業務 系 アプリケーション 開発 行う 子会社 テクノ・セブン システムズ 連携 する システム 受託 開発 アンケート 集計 データセンター 運営 システム サービス ネットワーク 構築 サーバー 構築 IT インフラ 支援 手掛ける 集積回路 ハードウェア 組み込み
300,システム・アルファ株式会社,IT,training, 販売 管理 システム 生産管理 システム 導入 コンサルティング する いる 会社 業務 システム Webサービス システム
301,株式会社クロステック,IT,training, 情報システム 受託 開発 * * * * ソフト 開発 販売 行う 会社 医療機関 向け システム 金融機関 向け システム 様々
302,株式会社クリエイティブジャパン,IT,training, ネットワーク セキュリティ サーバー ソフトウェア 等 システム設計 開発 運用 管理 行う 技術 コンサルティング
303,株式会社ソルコムビジネスサービス,IT,training, パソコン サーバー OA機器 販売 レンタル 手掛ける いる パッケージソフト アプリケーション 設計 *
304,株式会社日進通工,IT,training, モバイル ネットワーク 必要 屋内 屋外 基地局 建設 ネットワーク インフラ 関わる 事業 行う いる
305,株式会社ビジネス・インフォメーション・テクノロジー,IT,training, 物流 小売業 向け アプリ 開発 コンサルティング 手掛ける エンジニア 派遣 *
306,サンワアルティス株式会社,IT,training, 重荷 工場 組立 半導体 製造 装置 据付 お呼び 製造 装置 オペレーター 等 製造 系 人材 事務 系 人材 派遣 行う いる *
307,株式会社第一コンピューター,IT,training, ソフトウェア 開発 中心 金融 系 製造 系 システム 開発 いる コンピューター 運用 管理 障害 時 一次 切り分け システム 運用 管理 行
308,株式会社エーアイエル,IT,training, プラント エンジニアリング 人材 派遣 事務 改善 コンサルティング 行う プラットフォーム ミ
309,大明ネットワーク株式会社,IT,training, 無線 基地局 ビル 内 通信 設備 通信 インフラ 設備 設計 施工 お呼び 保守 行う いる 情報セキュリティ システム サーバー システム
310,株式会社エンライズコーポレーション,IT,training, 主 システム 開発 IT インフラ 環境 構築 行う いる ハード ソフトウェア 保守 システム 監視 ユーザー サポート
311,株式会社ＹＳＬソリューション,IT,training, 官公庁 金融機関 他 様々 企業 業務 支援 システム 設計 開発 手掛ける いる 主 開発 システム 中央省庁
312,株式会社北海道ジェイ・アール・システム開発,IT,training, 北海道札幌市 インフラ 構築 業務 システム 運用 お呼び 監視 手掛ける ハードウェア *
313,株式会社アクシオ,IT,training, 統合 認証 基盤 中心 * ネットワーク 仮想化 技術 IT インフラ 提供 行う 企業 内 IT ソリューション 可能 システム 設計 構築 教育 運用 保
314,株式会社アルファ・ウェーブ,IT,training, 主 基幹 業務 業務 システム 開発 請け負う いる 航空 運輸 証券 カード 与信 金融機関 食品 製造業 開発
315,株式会社シーディア,IT,training, ソフトウェア ハードウェア 開発 行う 会社 通信機器 車載 機器 アプリケーション 開発 生産管理 シ ステ
316,株式会社ライトウェル,IT,training, IT 基盤 構築 お呼び 運用 サービス 提供 する おる プライベートクラウド 災害時 バックアップ IT 環境 快適 する システム 開発 する
317,株式会社コアコンセプト・テクノロジー,IT,training, 製造 プロセス 改良 コンサルティング業務 データ 分析 用いる 解析 的 解決 する 解析 ソリューション 業務
318,株式会社東北電子計算センター,IT,training, 日医 標準 * 電子カルテ 等 情報処理 サービス 導入 支援 手掛ける 介護福祉 システム 福祉 森
319,ＮＴＴテクノクロスサービス株式会社,IT,training, 自社 データセンター 活用 する ネットワーク 構築 システム 運用 監視 行う いる グループ ネットワーク 社内 システム
320,株式会社グリフィン,IT,training, * * 環境 ソフトウェア 受託 開発 行う いる 銀行 与信 管理 外国為替 取引 システム クレジット 管理 システム
321,株式会社島津ビジネスシステムズ,IT,training, 島津製作所 子会社 島津 グループ 業務 システム 設計 構築 お呼び 運用 等 支援 手掛ける グループ ネットワーク 構築 Web 制作
322,株式会社阪急阪神電気システム,IT,training, 阪急電鉄 阪神電気鉄道 鉄道 電気設備 保守 お呼び 設計 施工 請け負う いる 主 信号 工事 情報通信 設備 新設 工事 更新 補修 工事 行う 併せる 駅務機器
323,株式会社サントラスト,IT,training, 業種 業務用 IT システム コンサルティング 設計 開発 請け負う 会社 業務用 Web システム NET クラ 慰安
324,シンカ株式会社,IT,training, 学校 病院 商業施設 情報通信 機器 販売 設置 ネットワーク 設備 構築 行う 情報システム 提案 はじめ 保守 整備 修理
325,株式会社アルシード,IT,training, Webサイト Web コンテンツ * 受託 開発 請負う その他 IT エンジニア 派遣 する ネットワーク インフラ 構築 システム 検証
326,アイテル株式会社,IT,training, 金融 通信 流通 関連 中心 する アプリケーション 開発 並び システム 基盤 構築 手掛ける
327,株式会社アールピーシー,IT,training, オープン 系 システム開発 メイン 汎用機 対応 する ソフトウェア 開発 受託 開発 手掛ける ネットワーク 中心
328,グロースエクスパートナーズ株式会社,IT,training, IT 用いる 事業 立案 企画 Web ビジネス コンサルティング 等 行う Webマーケティング 支
329,株式会社ギガ,IT,training, IT セキュリティ サービス コンサルティング 情報管理 Web 介す サービス ソフトウェア 販売 請け負う
330,加賀ソルネット株式会社,IT,training, 電子部品 販売 手掛ける 加賀電子 グループ会社 パソコン タブレット 電子書籍 周辺機器
331,株式会社メビウス,IT,training, 業務 アプリケーション 開発 システム 基盤 構築 運営 コンサルティング サービス 提供 する その他 パッケージソフト カス タマ
332,ＪＸアイティソリューション株式会社,IT,training, * グループ 関連企業 販売物流 システム 経理 システム グループ 内 使用 する IT システム 開発 運用 行う グルー
333,東邦ガス情報システム株式会社,IT,training, IT コンサルティング 行う おる システム 提案 開発 保守 行う ネットワーク 設計 構築 データセンター 運用
334,株式会社エフ・エム,IT,training, ネットワーク データベース サーバ 構築 設計 保守 行う いる 会社 その他 シ ステ
335,ネクストウェア株式会社,IT,training, 主 コンピュータシステム コンサルティング 設計 お呼び 開発 運用 保守 サービス 提供 IoT ソリューション サービス 提供 行う 提供 する いる サービス パソコン 定型業務 自動 化 する * 顔 認証 システム 利用 する 退室 管理 防犯 テロ 対策 サービス * ある 製造 小売 物流 Blockchain SiS
336,日本ソフテック株式会社,IT,training, 業種 特 化 する System Software 開発 導入 支援 行う ソフトウェア 販売 管理 システム 会員 管理 システム 等 ある CROWD ソリ
337,株式会社イシマル,IT,training, 複合機 OA機器 オフィス用品 卸売 手掛ける ほか 各種 メンテナンス 対応 LAN 配線 敷設 作業 ルーティング 設計 並び サーバー 構築
338,遠鉄システムサービス株式会社,IT,training, 主 無線LAN 構築 お呼び 統合 管理 等 行う 不正アクセス 対策 Web フィルタリング 迷惑メール 識別 等 サー
339,株式会社ＡＴＧＳ,IT,training, 社内 IT エンジニア 顧客 会社 赴く システム開発 行う 企業 システム開発 企画 保守 運用 一貫 する 行う サービス 提供
340,株式会社ＪＳシステムズ,IT,training, IT 向け 人材 エンジニア 等 対象 する 人材派遣 手掛ける 本郷 アカデミー 運営 行う IT講座 医療事務 講座 英語 * ラーニング 講座 開催 する 他 公共職業訓練 求職者支援訓練 対応 旅行会社 向け CROWD サービス 運用 保守 システム *
341,アイテックジャパン株式会社,IT,training, 主 銀行 金融 自治体 公共 産業 ソフトウェア 受託 開発 行う IT インフラ 企画 設計 構築
342,株式会社広島情報シンフォニー,IT,training, IT ソリューション 提供 主 業務 する 個別 ソフトウェア開発 IT コンサルティング COBOL マイグレーション IT 関
343,オープンリソース株式会社,IT,training, 企業 コンサルティング 行う モデル 化 する 業務 プロセス ベース する プログラム 構築 提供 手掛ける いる 自社 *
344,株式会社旅人,IT,training, 顧客 技術 的 問い合わせ 対応 する テクニカル サポート 代行 中心 バック オフィス 支援 アウトバウンド 代行 行う 首都圏
345,株式会社エースリー,IT,training, システム 監視 障害 対応 システム 運用 サーバ 構築 ネットワーク 設計 構築 システム開発 行う いる 業務 アプリ
346,株式会社いよぎんコンピュータサービス,IT,training, 業務 内容 合わせる Web アプリケーション 設計 開発 ネットワーク 構築 セキュリティ対策 行う 会社 業務 シ ステ
347,株式会社ランシステム,IT,training, 主 直営 店舗 事業 外販 事業 不動産 事業 手掛ける 直営 店舗 事業 複合カフェ スペース クリエイト 自遊空間 店舗展開 行う いる 子会社 株式会社 ラン セカンド アミューズメント カジノ 店舗 カプセルホテル 店舗 飲食 店舗 運営 担う 外販 事業 各種 システム 等 販売
348,株式会社ネットワーク,IT,training, 業務 アプリケーション システム 開発 並び 構築 中心 手掛ける 主 損害保険 システム はじめ ICカード 利用 ポイント
349,株式会社シー・キューブド・アイ・システムズ,IT,training, システム 維持管理 運用 技術 調査 研究 24時間 システム 監視 業務 System Integration 手掛ける 大規模 システム 開発 お呼び 機能 改善 シ ステ
350,株式会社メディアフォース,IT,training, 継続 的 IT 最適化 行う IT マネージメント サービス 最適 パッケージ サービス 選択 行う *
351,西部ガス情報システム株式会社,IT,training, 西部ガス グループ 情報システム 会社 ガス事業 者 用 パッケージソフト * 開発 お呼び 卸売 行う *
352,株式会社アイティーシー,IT,training, サーバー 構築 システム 運用 設計 行う 会社 金融機関 官公庁 向け *
353,株式会社グッドワークス,IT,training, オープン 系 ソフトウェア 設計 開発 企業 内 サーバー ネットワーク 設計 構築 保守 手がける 受託 開発
354,グローバルソリューションサービス株式会社,IT,training, Apple 正規 * クイック ガレージ 店舗 全国 展開 する パソコン smartphone 修理 サービス 提供 する いる 会社 東京 大阪 集中 修理 センター 運営 する *
355,コムシステクノ株式会社,IT,training, コムシス グループ 基幹 システム 学務 システム 顧客管理 システム 開発 行う 会社 運用 行う ヘルプ デスク サービス システム *
356,富士コンピュータ株式会社,IT,training, 企業 ソフトウェア 開発 コンピュータ 機器 販売 IT コンサルティング 行う 会社 Web *
357,ディースタンダード株式会社,IT,training, 顧客管理 システム 開発 Webサイト 設計 制作 主 行く いる 会社 サーバー ネットワーク 構築 IT *
358,アイラビット株式会社,IT,training, ERP 導入 コンサルティング 開発 導入 運用 保守 サポート 主 業 する 会社 顧客 ニーズ 最適 *
359,興南設計株式会社,IT,training, プラント 設備 自動車 家電 産業 設備 航空機 関連 分野 機械 設計 製図 行う いる 取扱 説明書 パンフレット 等 作成
360,株式会社菱友システムビジネス,IT,training, サーバー 受諾 保守 データ 消去 * 行う ほか プリンター PC IT 機器 買取 サービス
361,日本ハムシステムソリューションズ株式会社,IT,training, ニッポンハム グループ システム 導入 運用 手掛ける コンピューター ネットワーク 網 *
362,日本システム・エイト株式会社,IT,training, 自動車 搭載 機器 医療機器 お呼び 産業 用 機械 回路設計 設備 機械 設計 組み込み ソフトウェア 設計 開発 手掛ける 社内 通信 インフラ 関連 シ
363,新明和ソフトテクノロジ株式会社,IT,training, 新明和 グループ 企業 業務 系 モバイル 系 システム 開発 手掛ける 設計 検討 図面 化 製品 データ 管理 *
364,エヌ・ディー・アール株式会社,IT,training, 企業 団体 向ける アプリケーション 開発 IT システム 総合 企画 手掛ける データベース OS ストレージ
365,シンクレイヤ株式会社,IT,training, ケーブルテレビ 事業者 対象 する コンサルティング 行う ネットワーク 設計 構築 お呼び 保守 手掛ける ビル 集合住宅 テレビ 共 聴 システム 大規模 コンベンション 施設 内 データ通信 機能 設計 構築 一定 エリア 内 ネットワーク 構築 対応 する 施工
366,株式会社ソルネット,IT,training, 環境 システム 公共 システム はじめ 学校 システム 医療 システム コンサルティング 行う いる システム 設計 開発
367,メック情報開発株式会社,IT,training, 三菱地所グループ 内 システム 企画 開発 保守 お呼び 運用 行う いる 主 ビルマネジメント * 等
368,株式会社ステップ,IT,training, コンピュータシステム 受託 開発 主 業務 する おる 自社 パッケージソフト 開発 お呼び 販売 その他 アプリケーション 設計 お呼び 製造 手掛ける
369,株式会社システムイオ,IT,training, 業務 システム アプリケーション 設計 開発 導入 オペレータ 運用 保守 行う 会社 赤外線 3D 顔 認証 システム *
370,株式会社オーネスト,IT,training, 移動体通信 システム * 組み込み システム 開発 行う 小売企業 向け 基幹 システム 投資家向け情報 サイト 管理 システム 開発 携わる
371,株式会社高文,IT,training, 無線LAN システム ビジネス ホン ネットワーク インフラ 構築 請け負う 通信機器 ケーブル 関連 商品 卸売 その他
372,株式会社カジマアイシーティ,IT,training, 鹿島建設 グループ会社 ICT 運用 情報システム 構築 管理 行う いる 会社 IT 機器 管理 サポート
373,アクレスコ株式会社,IT,training, ネットワーク サーバー 設計 構築 保守 業務 行う いる キャリア 通信 設備 構築 ネット
374,オブザーブ株式会社,IT,training, サーバ ネットワーク ミドルウェア IT インフラ 構築 お呼び 運用 サービス 行う 会社 金融業 メーカー 向け Web 系 業務
375,ケーアイディー株式会社,IT,training, 主 銀行 メーカー 保険 企業 サーバー 設計 構築 運用 お呼び 保守 サービス 展開 する いる その他
376,日本事務開発株式会社,IT,training, システム開発 IT 人材 派遣 柱 する 技術 支援 運用 支援 中心 IT ICT ソリューション 提供 する いる
377,株式会社リードオフネット,IT,training, Webサイト 運営 コンサルティング Web 制作 システム 構築 手掛ける いる 会社 モバイル デバイス インター
378,ヒューマンリレーションネクスト株式会社,IT,training, IT戦略 アクションプラン 立案 経営 IT 支援 行う いる そのほか サーバー 管理 情報セキュリティ 保護
379,株式会社ベストサポートシステムズ,IT,training, IT インフラ 環境 構築 保守 運用 行う 実績 金融機関 向け 統合 サーバー 設計 構築 お呼び 運用 管理 通信 キャリア 向け 大
380,秋田ゼロックス株式会社,IT,training, 富士ゼロックス 商品 中心 カラー 複合 機 ファクシミリ 商品 卸売 手掛ける CROWD サービス 活用 する ソフトウェア 取る
381,株式会社日本ブレーン,IT,training, 金融 通信 官庁 向け 業務 アプリケーション 設計 開発 行う 開発 アプリケーション マイクロファイナンス 機関 向け 経営管理 シ
382,株式会社ネクストワン,IT,training, IT サービス マネージメント セキュリティ Webサイト アプリケーション 制作 手掛ける IT エンジニア リソース 提供 CLOUD システム 導入 支援 運用
383,株式会社エフエスアイ,IT,training, 金融 流通 製造 サービス業 業務用 アプリケーション 開発 主 業務 運用 スケジュール 立案 システム 改
384,株式会社サンシーア,IT,training, Web システム 受託 開発 Webサーバ 設計 構築 等 行う いる 会社 ECサイト 受発注 管理 システム 開発 する いる
385,株式会社インフォコム東日本,IT,training, 通信 キャリア 向け 停止 型 通信 ソリューション 基幹 業務 システム 開発 保守 運用 支援 行う 一般財団法人 Rubyアソシエーション *
386,株式会社シスコ,IT,training, 主 東レ グループ 対象 基幹 系 システム 管理 運用 ネットワーク サーバー 構築 管理 行う いる FA
387,株式会社トレックス,IT,training, システム開発 インフラ 構築 プロダクト 開発 実施 する 会社 主 金融 流通 製造業 向け 業務効率化 システム ECサイト 制作 支援 手掛り
388,常陽コンピューターサービス株式会社,IT,training, 常陽銀行 グループ会社 給与計算 代行 マイナンバー 管理 システム 販売 行う システム 受託 開発 社内 間 ネットワーク 構築 セキュリティ
389,株式会社プロビズモ,IT,training, 官公庁 企業 向け システム 開発 サーバー IT インフラ 構築 教務 学事 支援 システム 学事 エース 導入 主 行う 取る
390,株式会社都築ソフトウエア,IT,training, 通信 制御 系 ソフトウェア システム開発 システム 構築 IT インフラ 構築 行う 自治体 官公庁
391,アグレックスファインテクノ株式会社,IT,training, 基幹 系 情報 系 システム開発 メーカー 系 エレクトロニクス 製品 開発 サポート する いる 会社 システム 企画 構築 保守 一
392,システム・エナジー株式会社,IT,training, 企業 向け 業務 アプリケーション 提案 設計 開発 お呼び 保守 運用 行う IT インフラ 構築 対応 する ホストマシン サーバ *
393,商船三井システムズ株式会社,IT,training, 商船三井グループ システム ネットワーク 構築 お呼び 保守 グループ 各社 機器 ソフトウェア 管理 入れ替え 手掛り
394,司システム株式会社,IT,training, システム 構築 企画 設計 開発 請け負う 官公庁 金融機関 向け システム 開発 実績 ある 防犯カメラ システム ドーベル
395,株式会社アルファ設計,IT,training, 戸建て 住宅 集合住宅 商業施設 病院 設計 デザイン 行う いる プラント 設備 配管 空調 設計 お呼び 電気設備 設計 請
396,株式会社セントラルシステムズ,IT,training, 企業 Webサイト 予約 在庫管理 システム 構築 官公庁 年金 税務 管理 システム 開発 行う 会社 ネットワーク 関連 システム 運用
397,株式会社フォー・ジェイ,IT,training, IT系 人材 アウトソーシング お呼び ソフト 受託 開発 主力 事業 行う 会社 エンジニア プログラマー 技術者 営業
398,株式会社アイシス,IT,training, Loota ハブ 用いる ネットワーク 構築 サーバー 構築 IT システム 設計 開発 運用 IT サービス 提供 する 会社 オペレータ 監視員 派遣 入力 *
399,エヌアイシー・ソフト株式会社,IT,training, 日本情報通信 100% 子会社 基幹 業務 システム Web 用 smartphone 用 *
400,株式会社ラクシー,IT,test, YKK AP 株式会社 グループ 企業 主 マンション ビル 修繕工事 請け負う 外壁 防水 層 更新 躯 体 補修 工事 加える
401,株式会社ＳＨＴ,IT,test, 公共機関 金融機関 製造業者 流通業者 等 様々 業種 法人 サーバ ネットワーク 設計 構築 運用 保守 システム開発 一貫 する 行
402,株式会社シグマイン,IT,test, 金融業 向け IT コンサルティング システム 基盤 構築 行う CROWD ネットワーク 基盤 構築 お呼び
403,ソリューション・ラボ・横浜株式会社,IT,test, IBM * * シリーズ サーバー IT インフラ 技術 支援 事業 行う サーバ ワークステーション システム設計
404,株式会社ジールホールディングス,IT,test, グループ 経営管理 お呼び IT コンサルティング 人材 サービス 主力 事業 行う 会社 Web *
405,株式会社コトブキソリューション,IT,test, 主 スマートフォンアプリ 開発 運用 ソフトウェア 開発 行う いる データベース 構築 システム 運
406,ソフトウエアクリエイション株式会社,IT,test, システム 開発 設計 データ 管理 タスク 管理 ソフトウェア開発 行う 顧客 要望 合わせる
407,株式会社流通コミュニケーションズ,IT,test, NGN データ通信 電話 通信 回線 システム 提案 行う IT インフラ 整備 支援 手掛ける テレマーケティング フィールドマーケティング 営業代行 取り組む
408,サン電通エンジニアリング株式会社,IT,test, LAN 構築 ネットワーク機器 電気通信 システム 設計 施工 メンテナンス 一貫 する 請け負う 主 取引 先 国土交通省 学校 企業
409,株式会社アジアンリンク,IT,test, IT 活用 する 業務効率化 お呼び コストダウン 目的 する コンサルティング 行う *
410,株式会社創和ビジネス・マシンズ,IT,test, 公共機関 民間企業 依頼 企業 情報システム 構築 請け負う System Integration 事業 請け負う 県 市町村 食品 製造業 お呼び ガス 関連企業 対
411,株式会社日本ソフトウェアクリエイティブ,IT,test, システム インテグレーション 事業 ネットワーク サーバー 設計 構築 運用 保守 手掛ける ソフトウェア
412,株式会社ブロードバンドタワー,IT,test, 企業 向け データセンター 運用 インターネット インフラ 事業 コンピュータ プラットフォーム 事業 IoT AI ソリューション 事業 手掛ける コンピュータ プラットフォーム 事業 CROWD サービス * * Dell EMC 社 パートナー 企業 ストレージ Dell EMC * スケール アウト NAS 提供 する *
413,株式会社エヌ・テイ・エス,IT,test, 地方自治体 はじめ 金融 医療 流通 関連 システム 幅広い ジャンル ソフトウェア 設計 お呼び 開
414,関越情報システム株式会社,IT,test, 情報処理 サポート システム ソフトウェア 受託 開発 手掛ける それら システム 保守
415,株式会社シー・エル・エス,IT,test, 大手 金融機関 基幹 システム アパレル 倉庫 無人化 自動 システム システム開発 手掛ける いる *
416,株式会社ピーダブルビー,IT,test, プリント 基盤 製造 システム 開発 行う 基板 製造 設計 組み立て 動作 試験 手掛ける いる システム開発 業
417,株式会社エスエスイー,IT,test, 土木 積算 顧客管理 販売 管理 ソフトウェア 開発 カスタマイズ 行う いる 地方自治体 向け 総
418,再春館システム株式会社,IT,test, Application software 受託 開発 ネットワーク システム 構築 手掛ける 再春館製薬所 グループ 会社
419,みんなの未来株式会社,IT,test, システム開発 設計 開発 保守 その他 IT 幅広い サービス 提供 する いる 主 *
420,株式会社オカモトヤ,IT,test, OA機器 オフィス 用 家具 事務用品 文具 印刷物 販売 行う いる OA機器 修理 防災用品 販売 他 ファイルサーバ 構築 勤怠 管理 システム
421,シーアンドエス株式会社,IT,test, 電子カルテ 医療事務 保健 請求 * 医療 システム 開発 する 他 運用 管理 行う デジタル家電 OA パソコン セキュリテ
422,株式会社ＢＴＭ,IT,test, 主 企業 Webサイト アプリ 受託 開発支援 行う いる 会社 ソフトウェア システム 開発 エンジニア 企業 側 常駐 する せる サービス
423,栄月株式会社,IT,test, ガソリン 潤滑油 燃料 卸売 手掛ける いる ガソリンスタンド 運営 プロパンガス ガス機器 販売 請け負う その他 車検 板金塗装
424,株式会社ユアブレインズ,IT,test, 金融機関 公共 製造 流通 システム開発 CROWD ネットワーク データベース IT 基盤 構
425,グローバルコムサービス株式会社,IT,test, 情報システム 関連 する 企画 設計 システム 構築 保守 等 行う いる OS インストール 定
426,フォワードソフト株式会社,IT,test, 製造業 金融業 様々 業種 分野 Windows * オープン 系 システム 環境 アプリケーション 開発 システム 基盤 構築 運用 支援 等
427,株式会社デジタルブロックス,IT,test, 自社 内 システム開発 各種 アプリケーション 開発 インフラ 構築 含める 各種 メンテナンス 一貫
428,株式会社アトムシステム,IT,test, 財務会計 物流 管理 IoT 分野 システム 受託 開発 提案 設計 支援 販売 行う いる *
429,株式会社電力計算センター,IT,test, 電算機 システム ネットワーク 運用 お呼び 保守 管理 行う 電力 エネルギー 環境 防災 データ 解析 する いる
430,株式会社イングリウッド,IT,test, ECサイト 関連 事業 主力 事業 する 自社 ECサイト 他社 サイト * 超える 海外 ブランド ファン ション 商品 コスメ 商品 ライセンス 商品 販売 する
431,株式会社日本ビジネスソフト,IT,test, 金融機関 医療機関 お呼び 行政機関 インターネットバンキング 電子カルテ 情報 資産 管理 システム 開発 運用 保守 手掛ける いる
432,ＨＬ株式会社,IT,test, 求人 専門 検索エンジン * 自社開発 勤怠 管理 システム 生産管理 システム 携帯アプリ 受託 開発 行
433,株式会社クリティックミッションジャパン,IT,test, * * * * グループ 日本法人 無線 基地局 施工管理 移動体通信 設備 業務 その他 企業 向け ネット
434,株式会社ソフテム,IT,test, 通信 系 電気 系 メーカー 依頼 受ける システム 受託 開発 行う いる 主 鉄道 信号 組み込み 型 システム開発 国 地方
435,ミツイワ情報株式会社,IT,test, 顧客 業務 課題解決 向ける システム 企画 立案 開発 基盤 構築 請け負う そのほか アプリケーション システム
436,住友林業情報システム株式会社,IT,test, 主 情報システム 受注 開発 行う システム 業務用 基幹 システム ネットワーク インフラ 構築 行なう
437,日本エクサシステム株式会社,IT,test, システム設計 ソフトウェア開発 システム 基盤 構築 運用 保守 サービス IT コンサルティング 手掛ける いる 会社
438,システム技研株式会社,IT,test, 主 銀行 保険 金融機関 向け 業務 アプリケーション 受託 開発 インフラ 設計 構築 運用 行う いる 会社 勘定 系 融資 銀行 向け cis
439,東都システム開発株式会社,IT,test, 会計 システム 販売 システム 基幹 系 情報 系 システム 受託 開発 行う いる 独自 業務 パッケージソフト 開発 する
440,株式会社ニチワ,IT,test, NECネッツエスアイ 全額 出資 受ける パソコン 複合機 OA機器 販売 *
441,株式会社エムディアイ,IT,test, 通信 工業 計測 関連 業界 コンピュータ 製造メーカー 向け 各種 アプリケーション サーバ デジタル アナログ回路 設計 開発 行う
442,株式会社ウィズ・ワン,IT,test, オーダーメード ソフトウェア ネットワーク システム 開発 運用 手掛ける ネットワーク システム 保守
443,株式会社アクティブ,IT,test, 業務 系 システム 開発 運用 サービス 提供 する 開発 実績 電子カルテ システム 人材派遣 基幹 システム Webサイト 掲載 管
444,株式会社エイプルジヤパン,IT,test, 通信教育 システム 予算 管理 システム 各種 受託 ソフト 開発 行う 会社 大学 事務 ソフト
445,日永インターナショナル株式会社,IT,test, プロジェクト コンサルティング プロジェクト コーディネーション プロジェクトマネジメント 等 グローバル ICT サービス コンサルティング 手掛ける 海底ケーブル *
446,三陽テクノサービス株式会社,IT,test, 企業 内 ネットワーク 基幹 サーバ 構築 運用 管理 お呼び システム開発 IT 関連 業務 請け負う 技術 情報 管理 検索 業務 製品 開発 関わる シ
447,株式会社イーイノベーション,IT,test, アプリケーション システム開発 資格 取得 講座 ビジネススクール 運営 行う 会社 client サーバー 系 アプリケーション システム *
448,株式会社タカインフォテクノ,IT,test, 顧客 要件 基づく アプリケーション 開発 維持 保守 手掛ける インフラ システム 基盤 設計 構築 実施 する いる 技術者 育成
449,イーストライズ株式会社,IT,test, * システム 設計 開発 行う エンジニア 派遣 対応 する ハードウェア ソフトウェア 選定 お呼び 導入 *
450,株式会社プロフェッショナル・ネットワークス,IT,test, 通信 ソフトウェア開発 アプリケーション サービス 開発 データベース 構築 行う ネットワーク 保守 運用 対応 する ほか 防災 *
451,株式会社鳥取県情報センター,IT,test, 情報システム 開発 導入 運用 サポート 行う いる 自治体 向け * システム 導入 運用 *
452,株式会社ＩＪＣ,IT,test, 生活保護 障がい者 福祉 高齢者 福祉 医療費 助成 システム 標準 化 する パッケージソフト 開発 行う 販売 管理 システム 事務
453,株式会社ウィルゲート,IT,test, Webマーケティング 支援 Webサイト 等 コンテンツ 制作 行う いる 会社 SEO 対策 行う いる こと 特徴 専門 情報 Web
454,株式会社アルチザネットワークス,IT,test, 通信 インフラ 構築 使用 する れる 通信 計測 機 お呼び 通信 インフラ 保守 運用 管理 行う ネットワーク マネジメント システム 開発 販売 手掛ける 主 移動体通信 分野 プロトコル シミュレータ 呼ぶ れる 通信 計測 機 保守 管理 機器 開発 販売 お呼び テスト サービス 行う 製品 容量 captcha 装置 *
455,株式会社インフォメーションポート,IT,test, iOS Android 向け アプリケーション 業務用 アプリケーション 開発 行う 企業 向け システム開発 運用 *
456,株式会社フォーサムアクティブ,IT,test, システム開発 Web 系 * 系 開発 モバイル 系 携帯端末 アプリ 連携 行う 設計 開発 システム 運用 コールセンター
457,株式会社エヌエスシー,IT,test, Web 開発 はじめ 通信機器 各種 情報機器 販売 ネットワーク 構築 他 システム開発 手掛ける いる 金融 業務 流通業
458,沖縄通信ネットワーク株式会社,IT,test, 光ファイバ ネットワーク 構築 企業 団体 通信 サービス 提供 行う CROWD サービス 並び インター
459,株式会社シャンテリー,IT,test, 業務 システム 受託 開発 Web 制作 サーバー ネットワーク 構築 請け負う 会社 生命保険 向け システム 車
