index,company,category,training/test,description
405,株式会社コトブキソリューション,IT,test,  主 に 、 スマートフォンアプリ の 開発 や 運用 、 ソフトウェア の 開発 を 行っ て いる 。 また 、 データベース 構築 や システム 運 
406,ソフトウエアクリエイション株式会社,IT,test,  システム の 開発 ・ 設計 、 データ 管理 、 タスク 管理 など の ソフトウェア開発 を 行う 。 また 、 顧客 の 要望 に 合わせ た 
407,株式会社流通コミュニケーションズ,IT,test,  NGN や データ通信 、 電話 通信 など の 回線 や システム の 提案 を 行い 、 IT インフラ 整備 支援 を 手掛ける 。 また 、 テレマーケティング や フィールドマーケティング による 営業代行 に も 取り組む 
408,サン電通エンジニアリング株式会社,IT,test,  LAN の 構築 や ネットワーク機器 など 電気通信 システム の 設計 から 施工 、 メンテナンス まで を 一貫 し て 請け負う 。 主 な 取引 先 に は 国土交通省 や 学校 、 企業 など 
409,株式会社アジアンリンク,IT,test,  IT を 活用 し た 業務効率化 および コストダウン を 目的 と し た コンサルティング を 行う 。 また 、 システムインテ 
410,株式会社創和ビジネス・マシンズ,IT,test,  公共機関 や 民間企業 の 依頼 により 、 企業 の 情報システム の 構築 を 請け負う システムインテグレーション 事業 を 請け負う 。 県 や 市町村 、 食品 製造業 および ガス 関連企業 など を 対 
411,株式会社日本ソフトウェアクリエイティブ,IT,test,  システム ・ インテグレーション 事業 として 、 ネットワーク や サーバー の 設計 から 構築 、 運用 、 保守 まで を 手掛ける 。 また 、 ソフトウェア の 
412,株式会社ブロードバンドタワー,IT,test,  企業 向け の データセンター 運用 など の インターネット インフラ 事業 として 、 コンピュータ プラットフォーム 事業 、 IoT ・ AI ソリューション 事業 を 手掛ける 。 コンピュータ プラットフォーム 事業 で は 、 クラウド サービス 「 c 9 」 や Dell EMC 社 の パートナー 企業 として ストレージ 「 Dell EMC Isilon スケール アウト NAS 」 を 提供 する 。 また 、 Io 
413,株式会社エヌ・テイ・エス,IT,test,  地方自治体 を はじめ 、 金融 や 医療 、 流通 関連 システム など 幅広い ジャンル の ソフトウェア に関し 設計 および 開 
414,関越情報システム株式会社,IT,test,  情報処理 に関する サポート や システム および ソフトウェア の 受託 開発 を 手掛ける 。 また 、 それら の システム の 保守 
415,株式会社シー・エル・エス,IT,test,  大手 金融機関 基幹 システム や アパレル 倉庫 無人化 自動 システム など の システム開発 を 手掛け て いる 。 また 、 ネットワー 
416,株式会社ピーダブルビー,IT,test,  プリント 基盤 の 製造 や システム の 開発 を 行う 。 基板 の 製造 は 、 設計 や 組み立て から 動作 試験 まで を 手掛け て いる 。 また 、 システム開発 は 、 業 
417,株式会社エスエスイー,IT,test,  土木 積算 や 顧客管理 、 販売 管理 など の ソフトウェア の 開発 および カスタマイズ を 行っ て いる 。 また 、 地方自治体 向け の 総 
418,再春館システム株式会社,IT,test,  アプリケーションソフトウェア の 受託 開発 や ネットワーク システム の 構築 など を 手掛ける 再春館製薬所 グループ の 会社 。 
419,みんなの未来株式会社,IT,test,  システム開発 の 設計 や 開発 ・ 保守 、 その他 IT に関する 幅広い サービス を 提供 し て いる 。 主 に システムエンジニアリングサー 
420,株式会社オカモトヤ,IT,test,  OA機器 や オフィス 用 家具 および 事務用品 ・ 文具 、 印刷物 の 販売 など を 行っ て いる 。 また 、 OA機器 の 修理 や 防災用品 の 販売 の 他 、 ファイルサーバー 構築 や 勤怠 管理 システム の 
421,シーアンドエス株式会社,IT,test,  電子カルテ や 医療事務 に 保健 請求 や レセプトチェック など の 医療 システム を 開発 する 他 、 運用 管理 も 行う 。 また 、 デジタル家電 や OA 、 パソコン など の セキュリテ 
422,株式会社ＢＴＭ,IT,test,  主 に 企業 の Webサイト や アプリ の 受託 開発支援 を 行っ て いる 会社 。 ソフトウェア ・ システム の 開発 エンジニア を 、 企業 側 に 常駐 さ せ て サービス を 
423,栄月株式会社,IT,test,  ガソリン や 潤滑油 など の 燃料 の 卸売 を 手掛け て いる 。 また 、 ガソリンスタンド の 運営 や プロパンガス および ガス機器 の 販売 も 請け負う 。 その他 、 車検 や 板金塗装 な 
424,株式会社ユアブレインズ,IT,test,  金融機関 、 公共 、 製造 、 流通 など の システム開発 や 、 クラウド や ネットワーク 、 データベース など の IT 基盤 の 構 
425,グローバルコムサービス株式会社,IT,test,  情報システム に 関連 する 企画 や 設計 および システム の 構築 や 保守 等 を 行っ て いる 。 また 、 OS インストール や 定 
426,フォワードソフト株式会社,IT,test,  製造業 や 金融業 など 様々 な 業種 分野 において 、 Windows ・ Unix など の オープン 系 システム 環境 で アプリケーション 開発 や システム 基盤 構築 ・ 運用 支援 等 を 
427,株式会社デジタルブロックス,IT,test,  自社 内 で システム開発 や 各種 アプリケーション 開発 、 インフラ 構築 を 含め た 各種 メンテナンス を 一貫 
428,株式会社アトムシステム,IT,test,  財務会計 や 物流 管理 、 IoT など の 分野 の システム の 受託 開発 や 提案 、 設計 支援 及び 販売 を 行っ て いる 。 また 、 ネットワークシス 
429,株式会社電力計算センター,IT,test,  電算機 システム や ネットワーク の 運用 および 保守 管理 を 行う 。 また 、 電力 や エネルギー 、 環境 、 防災 など の データ を 解析 し て いる 
430,株式会社イングリウッド,IT,test,  ECサイト 関連 の 事業 を 主力 事業 と し 、 自社 ECサイト や 他社 サイト にて 、 500 を 超える 海外 ブランド の ファン ション 商品 や コスメ 商品 ・ ライセンス 商品 を 販売 する 。 
431,株式会社日本ビジネスソフト,IT,test,  金融機関 や 医療機関 および 行政機関 における 、 インターネットバンキング や 電子カルテ 、 情報 資産 管理 など の システム の 開発 や 運用 保守 を 手掛け て いる 。 また 、 
432,ＨＬ株式会社,IT,test,  求人 専門 の 検索エンジン で ある 「 KINWORK 」 の 自社開発 や 、 勤怠 管理 システム 及び 生産管理 システム 、 携帯アプリ の 受託 開発 を 行 
433,株式会社クリティックミッションジャパン,IT,test,  Critic Mission System Limited グループ の 日本法人 。 無線 基地局 の 施工管理 や 移動体通信 設備 に関する 業務 、 その他 企業 向け ネット ワ 
434,株式会社ソフテム,IT,test,  通信 系 、 電気 系 メーカー から 依頼 を 受け 、 システム の 受託 開発 を 行っ て いる 。 主 に 、 鉄道 や 信号 の 組み込み 型 の システム開発 や 国 や 地方 
435,ミツイワ情報株式会社,IT,test,  顧客 の 業務 課題解決 に 向け た システム の 企画 や 立案 、 開発 および 基盤 構築 など を 請け負う 。 そのほか 、 アプリケーション や システム 
436,住友林業情報システム株式会社,IT,test,  主 に 情報システム の 受注 開発 を 行う 。 システム は 、 業務用 の 基幹 システム や ネットワーク インフラ の 構築 など を 行なっ て 
437,日本エクサシステム株式会社,IT,test,  システム設計 や ソフトウェア開発 、 システム 基盤 構築 や 運用 ・ 保守 サービス 、 IT に関する コンサルティング など を 手掛け て いる 会社 
438,システム技研株式会社,IT,test,  主 に 銀行 や 保険 など の 金融機関 向け 業務 アプリケーション の 受託 開発 や 、 インフラ の 設計 ・ 構築 ・ 運用 など を 行っ て いる 会社 。 勘定 系 ・ 融資 など の 銀行 向け シス 
439,東都システム開発株式会社,IT,test,  会計 システム や 販売 システム など お 基幹 系 及び 情報 系 システム の 受託 開発 を 行っ て いる 。 また 、 独自 の 業務 パッケージソフト も 開発 する 
440,株式会社ニチワ,IT,test,  NECネッツエスアイ株式会社 から 全額 出資 を 受ける 。 パソコン や 複合機 など OA機器 の 販売 や 、 ネットワークシステ 
441,株式会社エムディアイ,IT,test,  通信 、 工業 計測 関連 業界 および コンピュータ 製造メーカー 向け の 各種 アプリケーション や サーバ および デジタル 、 アナログ回路 の 設計 や 開発 など を 行う 
442,株式会社ウィズ・ワン,IT,test,  オーダーメード の ソフトウェア や ネットワーク システム の 開発 や 運用 を 手掛ける 。 また 、 ネットワーク システム の 保守 お 
443,株式会社アクティブ,IT,test,  業務 系 システム の 開発 から 運用 まで の サービス を 提供 する 。 開発 実績 に は 電子カルテ システム や 人材派遣 基幹 システム 、 Webサイト 掲載 管 
444,株式会社エイプルジヤパン,IT,test,  通信教育 システム や 予算 管理 システム など 、 各種 受託 ソフト の 開発 を 行う 会社 で ある 。 また 、 大学 事務 ソフト 
445,日永インターナショナル株式会社,IT,test,  プロジェクト コンサルティング や プロジェクト コーディネーション 、 プロジェクトマネジメント 等 の グローバル ICT サービス に関する コンサルティング を 手掛ける 。 また 、 海底ケーブル ネットワー 
446,三陽テクノサービス株式会社,IT,test,  企業 内 ネットワーク 並びに 基幹 サーバ の 構築 や 運用 管理 および システム開発 といった IT 関連 業務 を 請け負う 。 また 、 技術 情報 の 管理 や 検索 業務 と 製品 開発 に 関わる シ 
447,株式会社イーイノベーション,IT,test,  アプリケーション システム開発 や 資格 取得 講座 および ビジネススクール の 運営 など を 行う 会社 。 クライアント ・ サーバー 系 アプリケーション システム や 、 インタ 
448,株式会社タカインフォテクノ,IT,test,  顧客 要件 に 基づい た アプリケーション 開発 と 、 維持 ・ 保守 を 手掛ける 。 また 、 インフラ システム 基盤 の 設計 ・ 構築 など も 実施 し て いる 。 技術者 育成 の た 
449,イーストライズ株式会社,IT,test,  エンベデッドシステム など の システム の 設計 や 開発 など を 行う 。 また 、 エンジニア 派遣 に 対応 し 、 ハードウェア や ソフトウェア の 選定 および 導入 など を サポ 
450,株式会社プロフェッショナル・ネットワークス,IT,test,  通信 ソフトウェア開発 や アプリケーション サービス の 開発 、 データベース 構築 など を 行う 。 また 、 ネットワーク の 保守 運用 に も 対応 する ほか 、 防災 デジタルサイネー 
451,株式会社鳥取県情報センター,IT,test,  情報システム の 開発 や 導入 、 運用 サポート を 行っ て いる 。 また 、 自治体 向け の 「 TASK システム 」 の 導入 や 運用 サポ 
452,株式会社ＩＪＣ,IT,test,  生活保護 や 障がい者 福祉 、 高齢者 福祉 や 医療費 助成 など の システム を 標準 化 し た パッケージソフト の 開発 を 行う 。 また 、 販売 管理 システム や 事務 
453,株式会社ウィルゲート,IT,test,  Webマーケティング 支援 や Webサイト 等 の コンテンツ の 制作 を 行っ て いる 会社 。 SEO 対策 まで を 行っ て いる こと が 特徴 。 また 、 専門 情報 Web 
454,株式会社アルチザネットワークス,IT,test,  通信 インフラ の 構築 に 使用 さ れる 通信 計測 機 および 通信 インフラ の 保守 や 運用 管理 を 行う ネットワーク ・ マネジメント ・ システム の 開発 と 販売 を 手掛ける 。 主 に 移動体通信 分野 において 「 プロトコル ・ シミュレータ 」 と 呼ば れる 通信 計測 機 や 保守 管理 機器 の 開発 と 販売 および テスト サービス を 行う 。 製品 として は 大 容量 キャプチャ 装置 「 etherExt 
455,株式会社インフォメーションポート,IT,test,  iOS や Android 向け の アプリケーション や 業務用 アプリケーション の 開発 を 行う 。 また 、 企業 向け の システム開発 から 運用 を サポー 
456,株式会社フォーサムアクティブ,IT,test,  システム開発 で は 、 Web 系 や Open 系 の 開発 、 モバイル 系 携帯端末 アプリ の 連携 を 行い 、 設計 ・ 開発 システム 運用 で は 、 コールセンター 
457,株式会社エヌエスシー,IT,test,  Web 開発 を はじめ 、 通信機器 や 各種 情報機器 の 販売 や ネットワーク 構築 の 他 、 システム開発 を 手掛け て いる 。 中でも 、 金融 業務 や 流通業 
458,沖縄通信ネットワーク株式会社,IT,test,  光ファイバー や ネットワーク の 構築 で 企業 や 団体 など に 通信 サービス の 提供 を 行う 。 また 、 クラウド サービス ならび に インター ネ 
459,株式会社シャンテリー,IT,test,  業務 システム の 受託 開発 や Web 制作 、 サーバー 及び ネットワーク 構築 など を 請け負う 会社 。 生命保険 向け システム や 、 車 
460,株式会社メテオリレイ,IT,test,  Webサイト の 作成 および 動画 ストリーミング システム の 構築 を 主力 事業 と し て いる 。 他 にも 電話 システム や I 
461,株式会社テクノモバイル,IT,test,  コンシューマ 向け の Webサイト 開発 や スマートフォン 、 タブレット 向け アプリ開発 を 行う 。 また 、 クラウド 型 インフラ アーキテクチャ の 構築 および 運用 や 、 
462,株式会社ヘルメスシステムズ,IT,test,  勤怠 管理 システム や 株式 管理 システム 、 原価 資産 システム 等 を 搭載 し た 自社 パッケージ システム 「 社長 の 道具 シリーズ 」 の 開発 および 販売 を 手掛ける 。 ま 
463,株式会社ヒューマンキャピタル,IT,test,  ネットワーク ・ サーバー など の インフラ 基盤 構築 や 保守 の ほか 、 企業 に 合わせ た アプリケーション の 設計 ・ 開発 など を 行っ て いる 。 また 
464,株式会社日本ワイドコミュニケーションズ,IT,test,  コンテンツ 制作 や ネットワーク 構築 および サーバーホスティング・イーコマース で の ショッピング システム開発 など を 手掛ける 。 Webサイト における 企画 ・ 設計 ・ 提案 か 
465,株式会社ＡＩＴ,IT,test,  ハードウェア や ソフトウェア 製品 の 販売 や 、 基盤 システム の 構築 や 開発 、 運用 保守 など を 行う 会社 で ある 。 また IT 
466,株式会社ネスコ,IT,test,  会計 や 販売 管理 といった 各種 システム の 受託 開発 を 行う 。 また 、 会計 パッケージ 「 Super Stream 」 、 企業 向け の セキュリティ ソフト 「 D 
467,株式会社九州コーユー,IT,test,  民間企業 へ の 請求 明細書 や 自治体 へ は 税 関連 の 通知 書 など 、 顧客 ごと に 専用 の ビジネスフォーム を 企画 し て 印刷 し 販売 する 。 民間企業 向け サービス として は 、 ダイレクトメール や 請求書 
468,株式会社エー・アンド・ビー・コンピュータ,IT,test,  Web 電子決済 や ゲーム 機器 販売店 および 損保 会社 向け の Web システム など の 開発 を 展開 する 。 また 、 銀行 の 勘定 系 業 
469,株式会社１０バトン,IT,test,  Web システム や アプリケーション の 開発 や 企画 動画 プロモーション 及び コンテンツ の 企画 ・ 制作 を 行う 。 また 、 ネットワーク や EC サイ 
470,株式会社トライフォース,IT,test,  官公庁 や 家電メーカー を はじめ と し 、 様々 な 業界 を 対象 と し た システムソフトウェア の 開発 を 手掛ける 。 また 、 Webサイト の 制作 や アプリケーション 
471,株式会社ヴァックスラボ,IT,test,  通信 業界 や 医療 業界 向け に システム の 受託 開発 を 請け負う 。 ゼネコン 向け の 工事 の 工程管理 システム など の 開発 
472,株式会社ＣＳＥビジテック,IT,test,  システム開発 や ECサイト 構築 といった アプリケーション 開発 を 行っ て おり 、 また システム の 保守 ・ 運営 や 改善 も 一貫 し て 手掛ける 。 また 、 流通 
473,株式会社ヨコハマシステムズ,IT,test,  各 種IT サービス で ソリューション 事業 を 手掛け て いる 会社 。 IoT ・ ネットサービス・クラウドシステム など により 、 個体 管理 な 
474,エヌ・ティ・ティ・エイ・ティ・システムズ株式会社,IT,test,  通信 設備 系 OSS の 開発 や 検証 を 請け負う 。 また 、 クラウド サービス 基盤 や 機械翻訳 形 システム 、 決済 ワークフローシステム など の 企業 向け 運用 
475,株式会社三岩エンジニアリング,IT,test,  医療機器 や 理 化学分析 機器 および 産業 機器 の 組込み システム の ソフトウェア の 開発 を 行う 。 また 、 Web ソリューション 
476,エヌ・ティ・ティ・エイ・ティ・テクノ・コミュニケーションズ株式会社,IT,test,  試作 手法 の ラピッドプロトタイピング を 使っ た 、 ハードウェア や ソフトウェア の 請負 事業 を 行う 。 また 、 通信 設備 の マネジメント 業務 の 支援 システム の 開発 や I 
477,東北ＮＳソリューションズ株式会社,IT,test,  新日鉄住金ソリューションズ株式会社 の グループ会社 で ある 。 受発注 システム や 売上 管理 システム および 顧客管理 システム 
478,アネックス・インフォメーション株式会社,IT,test,  アプリケーション システム の 設計 や 開発 を 行う 。 また 、 図書館 の システム 構築 の ほか 、 サービス業 や 製造業 など それぞれ 専門 分野 の システム 構築 
479,日鋼情報システム株式会社,IT,test,  日本製鋼所 グループ のみ なら ず 、 情報システム 開発 ・ 運用 保守 や 情報システム コンサルティング を 請け負っ て いる 。 また 、 
480,データライブ株式会社,IT,test,  サーバー や ハードウェア の 保守 サービス を 行っ て いる 。 メーカー の サポート 期間 終了 後 から も 対応 できる 保守 サポー 
481,ジェット・テクノロジーズ株式会社,IT,test,  IT インフラ の 設計 や 構築 、 運用 手法 の 提案 や 、 OS や DB 、 ミドルウェア の 各種 調査 や 構成 検討 、 導入 および 保守 など の インフラ サービス を 手掛ける 。 また 、 銀行 
482,ソリッドコミュニケーション株式会社,IT,test,  通信 制御システム ・ 金融 業務 システム ・ その他 WEB システム の 開発 を 行っ て いる 。 設立 以来 メガバンク や 官公庁 など を 顧客 と 
483,株式会社クロスパワー,IT,test,  業務 システム 環境 構築 や サーバ 、 ネットワーク 構築 の システムインテグレーション 事業 を 行う 会社 。 企業年金 システム や 証券会社 向け 
484,いわぎんリース・データ株式会社,IT,test,  情報 関連 機器 や 、 産業 および 工作機械 や 医療機器 など の リース 、 割賦販売 業務 を 行う 。 加え て 、 情報処理 サービス や 情報 ・ 計数 集計 分析 管理 システム など の ソフトウ 
485,株式会社マツケイ,IT,test,  Ruby や PHP を 用い た システム開発 を 行う ほか 、 データセンター による ネットワーク 接続 や 耐震 
486,株式会社エムコスミック,IT,test,  主 に 、 業務用 システム の 改善 ・ 再 構築 など に関する コンサルティング と システム の 開発 ・ 運用 ・ 保守 など を 行っ て いる 。 金融 や 製造業 、 流通 
487,株式会社日新コンピュータシステム,IT,test,  保険会社 向け の 申込 書 作成 システム 、 代理店 向け の 販売 支援 システム など の 構築 を 行う 。 また 、 銀行 向け の 自動 振込 システム や 、 製造業 向け の 営業 支援 システム の 構築 および 運用 、 
488,株式会社アイテック,IT,test,  モバイル 機器 や 自動車 に 加え 医療機器 や デジタル家電 向け に 、 システム開発 を 請負う 。 また 、 金融 や 製造 または 流通 など に 対応 する ビ 
489,三菱商事太陽株式会社,IT,test,  人事 や 経理 および 給与 管理 システム の 開発 および ハードウェア や ソフトウェア の 導入 、 ネットワーク 環境 の 構築 な 
490,株式会社ライプ,IT,test,  主 に 業務 の 効率 向上 を 目的 と し た 基幹 業務 システム開発 や IT インフラ 基盤 構築 、 及び アフター サポート を 実施 する 。 ま 
491,静岡日電ビジネス株式会社,IT,test,  自治体 ・ 学校 向け の 人事 給与 や 会計 システム 、 出欠 席 システム 等 の システム開発 を 手掛け て いる 。 平行 し て 、 携帯電話 や パソコン 等 の 
492,山形ゼロックス株式会社,IT,test,  富士ゼロックス の デジタル複合機 を 中心 に 、 パソコン や プリンタ 、 システム 関連 機器 の 販売 及び 保守 を 行う 。 また 、 パッケージソフトウェア も 扱い 、 システム ネ 
493,株式会社エルテックス,IT,test,  EC サイト と 通販 システム を 統合 し た 独自 製品 「 eltexDC 」 など を 制作 、 販売 し て いる 会社 で ある 。 また 、 それ と 連動 する 検証 ツール や 
494,ビズテクニカルサポート株式会社,IT,test,  ネットワーク 監視 や ヘルプ デスク 業務 、 プログラム 開発 等 の IT 関連 事業 について 、 労働者派遣 を 行っ て いる 。 また 、 Webサイト の 制 
495,株式会社イニシャルベイ,IT,test,  企業 や 公共施設 の 電気設備 や 構内 ネットワーク の 設計 および 敷設 工事 を 手掛ける 。 さらに 学校 や 塾 など の ネットワーク 構築 に関する 提案 や 企業 へ の I 
496,株式会社ステップＩＴソリューション,IT,test,  システム開発 や インフラ 基盤 の 構築 から 運用 まで を 行う 会社 。 「 Unity 、 Cocos 2d - 
497,株式会社ＳＪＣ,IT,test,  農業 支援 システム や 漁業 市場 向け システム 、 青果 および 花卉 市場 向け システム の ほか 、 財務会計 システム など の 設計 および 開発 を 行う 。 手掛け 
498,株式会社オキセ,IT,test,  エプソン販売株式会社 の 正規 販売 店 で あり 、 プリンター や 複合機 など の 販売 および 修理 を 行う 。 また 、 防犯カメラ や 電気 錠 、 ウォーターサーバー も 手掛け 
499,ナレッジソフト株式会社,IT,test,  ソリューション システム として ソフトウェア や ハードウェア および ヒューマン ソフトウェア の 企画 立案 や 実務 、 教育 など を 行う 。 また 、 ソフ 
500,旭化成株式会社,medical,training,  マテリアル 関連 事業 として 、 繊維 事業 や エレクトロニクス 事業 、 ケミカル 事業 を 手掛ける 。 繊維 事業 で は キュプラ 繊維 ・ ポリウレタン 繊維 など を 、 エレクトロニクス 事業 で は リチウムイオン二次電池 用 セパレータ など を 、 ケミカル 事業 で は 合成 ゴム や スチレンモノマー など を 製造 する 。 また 、 住宅 関連 事業 として 、 戸建 住宅 や 
501,日本たばこ産業株式会社,medical,training,  国内外 における たばこ 製品 関連 の 事業 および 医療 用 医薬品 の 研究開発 など を 手掛ける 。 国内 たばこ 事業 として たばこ 製品 の 製造 、 販売 等 を 行っ て いる 。 「 メビウス 」 「 セブンスター 」 等 の 紙巻 たばこ や 葉 巻たばこ 、 手 巻たばこ の 他 、 加熱 式 たばこ 「 プルーム ・ テック 」 等 を 取り扱う 。 また 分煙 に関する コンサルティング 等 も 請け負う 。 また この 事業 に 連結子会社 の TSネットワーク株式会社 が 製品 の 配送 および 
502,興和株式会社,medical,training,  OTC医薬品 や 「 三次元 マスク 」 といった ライフサポート 品 、 サプリメント や 化粧品 など の 製造 と 販売 を 手掛ける 。 また 、 医療 用 医薬品 や 眼科 医療機器 、 眼内レンズ など の 製造 と 販売 も 行 
503,大塚製薬株式会社,medical,training,  中枢神経系 や がん 、 循環器 など の 領域 で 、 医療 用 医薬品 の 製造 および 販売 を 行う 。 また 、 「 カロリーメイト 」 を はじめ と する 機能性食品 
504,第一三共株式会社,medical,training,  主として 医薬品 の 研究開発 ・ 製造 ・ 販売 を 行っ て おり 、 胃もたれ や 便秘 に 効能 の ある 「 第一三共 胃腸薬 」 や 解熱 鎮痛 作用 の ある 「 ロキソニン 」 など の 一般用医薬品 や 医療 用 医薬品 の 製造 等 を 手掛ける 。 また 、 国内 および アメリカ や ヨーロッパ に 拠点 の ある 連結 子 
505,武田薬品工業株式会社,medical,training,  がん ・ 消化 器 系 疾患 ・ 希少疾患 ・ 神経 精神疾患 の 重大 疾患 に 対抗 する 医薬品 や 、 血漿 分 画 製剤 および ワクチン の 研究開発 を 行っ て いる 。 また 、 関連会社 に 販売 を 担う シャイアー ・ ジャパン 株式会社 および 製造 と 販売 を 担う 日本製薬株式会社 など が あり 、 2型糖尿病 治療 薬 「 ネシーナ 」 や 高血圧症 治療 薬 
506,中外製薬株式会社,medical,training,  がん 領域 を 中心 と し た 医療 用 医薬品 の 開発 ・ 製造 ・ 販売 ・ 輸出入 を 行う 。 また 、 骨 や 関節 領域 における 医療 用 医薬品 の 製造 ・ 販売 に も 取り組む 他 、 抗体 医薬品 の 開発 ・ 製造 ・ 販売 を 手掛ける 。 さらに 、 抗 インフルエンザ 薬 「 タミフル 」 の 製造 販売元 で ある こと も 特徴 。 連結子会社 で ある 中外製薬 工業 
507,アステラス製薬株式会社,medical,training,  がん や 白血病 の 治療 薬 を はじめ と する 医薬品 の 研究 や 開発 、 販売 に 取り組む 。 取り扱う 医薬品 に は 、 前立腺がん 治療 剤 「 イクスタンジ 」 ・ 急性骨髄性白血病 治療 剤 「 ゾスパタ 」 ・ 過活動膀胱 治療 剤 「 ベタニス 」 「 ベシケア 」 ・ 臓器移植 における 拒絶反応 の 抑制 など に 使わ れる 免疫抑制剤 「 プログラフ 」 「 アドバグラフ 」 など 
508,株式会社ダイコク,medical,training,  ドラッグストア 「 ダイコクドラッグ 」 や 100円ショップ や の 運営 を 行っ て いる 。 また 、 美容院 「 カットスペースダイコク 」 、 
509,ファイザー・ホールディングズ合同会社,medical,training,  アメリカ合衆国 ニューヨーク州 に 本社 を 置く 製薬会社 ファイザー の 日本法人 で ある 。 グループ会社 で 
510,東洋水産株式会社,medical,training,  「 赤い きつねうどん 」 「 緑のたぬき 天 そば 」 「 麺 づくり 」 など の 即席麺 、 「 マルちゃん 餃子 」 「 マルちゃん 水餃子 」 など の チルド 食品 の 製造 および 販売 を 行う 。 また 、 「 ふっくら ごはん が 炊け まし た 」 「 お だし の きい た おもち すう ぷ 」 など の 加工食品 の 製造 および 販売 も 手掛け て 
511,ファイザー株式会社,medical,training,  アメリカ の 製薬会社 で ある ファイザー の 日本法人 として 医薬品 の 開発 や 製造 を 行う 。 主 な 新薬 の 開発 品目 に は 内科 系 疾患 や がん 、 炎症 性 ・ 免疫 疾患 など の 領域 の 
512,株式会社富士薬品,medical,training,  配置 薬 の 販売 や 「 SEMIS 」 など の ドラッグストア の 運営 を 行う 。 また 、 医療 用 医薬品 の 製造 や 販売 ならび に 調剤 も 手 
513,株式会社富士薬品,medical,training,  配置 薬 販売 事業 と ドラッグストア 事業 という ２つ の 販売 チャンネル と 、 それ を 支える 医薬品 製造 事業 という 製販 一貫 体制 の ビジネスモデル を 持つ 複合型 医薬品 
514,田辺三菱製薬株式会社,medical,training,  医療 用 医薬品 や 要指導医薬品 、 および 一般用医薬品 の 研究開発 や 製造 、 仕入 、 販売 など を 行なっ て いる 。 主 な 製品 に 、 「 レミケード 」 「 シンポニー 」 など の 自己免疫疾患 治療 薬 や 、 「 テネリア 」 「 カナグル 」 など の 糖尿病 ・ 腎 疾患 治療 薬 、 「 レクサプロ 」 「 イムセラ 」 など の 中枢神経系 疾患 治療 薬 および 、 アレ 
515,協和キリン株式会社,medical,training,  キリンホールディングス株式会社 を 親会社 に 持ち 、 医療 用 医薬品 の 製造 および 販売 を 行う 。 主 な 事業 として は 、 腎 ・ がん ・ 免疫 ・ アレルギー ・ 中枢 神経 の 各 カテゴリー における 研究開発 および 新薬 の 開発 を 行う 。 また 、 抗体医薬 ・ 低 分子 医薬 ・ 核酸 医薬 ・ 再生医療 の 4つ の モダリティ を 核 と し た 新薬 創出 を 手掛 
516,ニプロ株式会社,medical,training,  医療機器 や 医薬品 および 医療 用 硝子 製品 等 の 製造 、 販売 を 行っ て いる 。 連結子会社 で ある ニプロ医工 株式会社 、 株式会社グッドマン とともに 医療機器 の 製造 を 行い 、 グループ 内外 の 会社 から 仕入れ た 医療機器 と 併せ て 、 販売 を 担う 。 株式会社 細胞 科学研究所 は 、 細胞培養 関連 商品 の 開発 や 製造 販売 を 手掛ける 。 また 、 ネクスメッドインターナショナル 株 
517,ＩＱＶＩＡサービシーズジャパン株式会社,medical,training,  米国 クインタイルズ 社 の 日本法人 。 医薬品開発業務受託機関 事業 および 医薬品 営業 マーケティング 受託 機関 事業 を 展開 し て おり 、 海 
518,ＭＳＤ株式会社,medical,training,  がん ・ 中枢 神経 ・ 循環器 ・ 糖尿病 ・ 感染症 など の 領域 の 医薬品 や ワクチン を 提供 する 会社 。 抗悪性腫瘍剤 「 
519,塩野義製薬株式会社,medical,training,  抗生物質 や HIV 治療 薬 に 強み を もち 、 抗 インフルエンザ 薬 の 「 ゾフルーザ 」 や 抗生物質 製剤 の 「 フィニバックス 」 といった 医薬品 や 臨床検査 薬 の 研究開発 や 製造 、 販売 を 手掛ける 。 また 、 ラジオ や セミナー 、 研修 会 など を 開催 する こと で 感染症 等 の 危険 性 へ の 周知 を 目指し て いる 。 研究開発 活動 について は 、 自社 の 医薬 研究 センター 「 SPR 
520,ニプロファーマ株式会社,medical,training,  医療 用 医薬品 の 製造 ・ 販売 ・ 輸出入 を 行っ て いる 。 特に 、 医薬品 受託 製造 に関して は 国内 No.1 の 実績 を 持つ 
521,味の素株式会社,medical,training,  うま味調味料 「 味の素 」 「 アジパンダ 」 、 鍋 つゆの素 「 鍋キューブ 」 、 和風だしの素 「 ほんだし 」 、 洋風 スープ の 素 「 味の素 KK コンソメ 」 など の 調味料 の 開発 ・ 製造 ・ 販売 を 行う 。 また 、 中華 合わせ調味料 「 Cook Do 」 シリーズ や スー 
522,宇部興産株式会社,medical,training,  ナイロン 樹脂 や カプロラクタム 、 工業 薬品 、 電池 材料 、 ファインケミカル など の 化学品 の 製造 および 販売 を 手掛ける 。 また 、 医薬品 や 、 セメント 、 石灰石 など の 建築 資材 など の 製造 および 販売 に も 対応 。 さらに 、 石炭 の 輸入 や 販売 、 コールセンター の 運営 、 電力供給 事業 、 不動産 の 売買 、 賃貸借 、 管理 など も 行う 。 その 
