index,company,category,training/test,description
257,株式会社ＮＳソリューションズ中部,IT,training,新日鉄住金ソリューションズのグループ企業であり、主にコンピュータやシステム化のコンサルティングを行っている。また、業務改
258,株式会社ネットサポート,IT,training,官公庁および中小企業などのクラウドサービスの設計から運用および監視までを行
259,テクニカルジャパン株式会社,IT,training,システムインテグレーションのほか、通信やセキュリテイおよび制御系システムなど、各種ソフトウェアの設計および開発を行う。そのほか、各
260,株式会社ＴＡＳ,IT,training,発電プラントの保守や改修工事を請け負うほか、産業用設備の設計や施工、保守も手掛ける。また、ソフトウェア
261,ネット・インフォメーション株式会社,IT,training,経営戦略や業務調査を行い、顧客に合わせたITインフラの構築や運用業務を行う。また、Webシステムや業務用
262,日創工業株式会社,IT,training,医療機器やOA機器、IoTなどの組み込みソフトウェア開発を中心に、ソフトウェア設計・開発を行う。また、仮想化やクラウドコンピューティング技術を用い、金融や産業および
263,株式会社トランスネット,IT,training,システムの受託開発やITインフラの工事・構築、システムの保守・運用など、IT関連のあらゆる業務を行う。また、顧客の社内ネットワークと
264,日野コンピューターシステム株式会社,IT,training,日野自動車グループの情報システム専門会社として、日野自動車の生産管理システムや販売会社支援システムなどの開発や維持を行う。また、日野自動
265,株式会社デンサン,IT,training,主に住民登録システムや税金および収納システムなどの公共用システムの開発を行っている。また、口座振替や給与差サ
266,株式会社アイ・エフ・クリエイト,IT,training,保険比較サイト「i 保険」の運営や資産運用のアドバイスに保険加入のコンサルティングを行う。また、住宅ローンや投資に税金対
267,株式会社Ｉ２Ｃ,IT,training,Webアプリケーションの開発やAndroid開発を主に行っている。また、Webサイトの制作や、システム開
268,エス・アンド・アイ株式会社,IT,training,ネットワークシステムの設計・施工およびサーバー仮想化基盤などのITインフラの構築や、AIを活用した各種ソリューション・クラウドサービスの提供を手掛ける。また、手のひらサイズのマーケティング支援
269,ＮＤＳインフォス株式会社,IT,training,NTTグループビジネスや住民サービス関連など、基幹システムから業務システムまで、システム開発を行う。また、サー
270,株式会社ＳＲＩシステムズ,IT,training,住友ゴムグループのグループ会社であり、コンピューターシステムやソリューションの提供を行う。主に、物流や販売、経理お
271,株式会社エスペラントシステム,IT,training,企業や公共団体などを対象にWebシステムの設計から開発、保守および運用までを手掛けている。また、サーバーに蓄積する情報を解析し、顧客にシステムやソ
272,株式会社シーティーエス,IT,training,固定IP電話や回線、データバックアップなどのサービスに加えて、情報共有システムやネットワークカメラを含むITインフラセットを土木および建築業界の企業、設備現場事務所を対象にレンタル・販売している。また、MDTSやGNSSなどによるワンマン測量システムおよび転圧管理システムに加えて、3Dスキャナー
273,株式会社アリス,IT,training,サーバーやストレージなどの販売や構築、運用保守を行う会社。また、セキュリティソフトの販売・構築も手掛ける。その他、「
274,株式会社ＪＯＥ,IT,training,人事管理や給与計算および勤務管理、マイナンバー管理のITシステムをクラウドで提供するITシステムアウトソーシングサービスを手掛ける。また、システム設定や運用・保守にも対応。さらに
275,株式会社ユーテクノソリューションズ,IT,training,組込みシステムや業務用システムの開発や、ネットワークの構築およびシステム管理を手掛ける。また、回路や筐体などの設計や開発、試作機の作成や評価および量産
276,エヌ・ティ・ティ・システム技研株式会社,IT,training,東京コンピュータサービス株式会社のグループ企業で、NTT及びNTT関連会社の組み込みソフトウェア開発を主に行
277,メディアファイブ株式会社,IT,training,主にソフトウェアの受託開発による企業経営のサポートを行う。システムの構築から保守、運用まで一貫して対応するほか、コンサルティングも請け負う。さらに、企業を対象にITエンジニアの派遣にも取り組み、Web系システム開発やサーバおよびネットワークの設計ならびに構築もオンサイトで
278,株式会社高知電子計算センター,IT,training,主に官公庁や企業を対象にシステム開発サービスを提供し、Webサイト構築サービスやシステムコンサルティング、業務ソフトウェア開発等を行う。また、情報サービス
279,セコム山陰株式会社,IT,training,「セコム・ホームセキュリティ」などの個人および法人向けのオンラインセキュリティサービスを手掛けている。また、監視カメラや防犯ガラスなどの防
280,株式会社コンピュータマネジメント,IT,training,ITコンサルティング業務として、学校法人向けのインターネット出願システムといった業務アプリケーション開発のほか、インフラ構築を手掛ける。また、これらの保守や運用・
281,テックファーム株式会社,IT,training,サービスデザイナーやエンジニア、保守運用に関わる要員を配置し、システム開発から運用までのワンストップサービスを行う独立系システムベ
282,株式会社エー・アール・シー,IT,training,LAN工事や通信機器の設置設定などのネットワーク工事などを手掛ける。また、LAN・WAN構築やIP‐iPhone構築などのインフラ構築なども請け負う他
283,富士ゼロックス長野株式会社,IT,training,オフィス向けのカラー複合機やネットワーク機器の保守点検をメインに、オフィスの業務支援ソリューションを
284,ユニインフオーメーション株式会社,IT,training,汎用機の事務処理系や通信制御系アプリケーションを中心に、開発や保守および運用を手掛ける。また、サーバの環境設計や運用、およ
285,株式会社コンセント,IT,training,Webサイトをはじめとするデジタルメディアや、雑誌などの紙媒体のデザインを手掛ける会社。コーポレートコミュニケーシ
286,株式会社オーティーシー,IT,training,IT技術者の派遣・システム受託開発・システム運用、保守・システムに関する総合サポートを行っている。システムエンジニアサービス事業は、
287,株式会社千豊,IT,training,千葉トヨタグループの会社で、損害保険および生命保険代理店業務を行っている。自動車保険をはじめ生命保険や医療保険、火災･地震保険などを取り扱う。またグル
288,株式会社コンピューター・ビジネス,IT,training,サーバ構築を行うほか、オンラインストレージサービスやクラウド型IPカメラシステムを提供する。そのほか、バス会社の勤怠管理や運賃管理、ク
289,株式会社電子工学センター,IT,training,公共機関向けから金融業、製造業向けまで様々な分野のソフトを開発している。また、サーバーネットワークの構築監視を手掛けて
290,トリオシステムプランズ株式会社,IT,training,各種業界に関するノウハウを生かしたネットワークシステムの構築・提案およびソリューションサービスの提供を行っている会社。医療・金
291,トリオシステムプランズ株式会社,IT,training,医療分野において院内物流や電子カルテシステムなどの開発や導入の実績を持つ。また銀行基幹系システムの運用・開発や、競馬・競輪等の
292,株式会社スカイウイル,IT,training,ネットワークやサーバおよび、仮想化構築、また、Webソリューション開発などを手掛ける会社。また、アプリケーションの開発や、病院およ
293,株式会社トライバルユニット,IT,training,自社保有のブースを利用し、コールセンターの運営代行やテレマーケティングの支援を行う。また、コールセンターや販売員、事務員および物流人
294,株式会社富士通パブリックソリューションズ,IT,training,中央省庁や外郭機関、民営化会社などからの受注に基づき、業務システムの開発や運用、保守を行っている。また、サーバーやスト
295,株式会社フォーデジット,IT,training,マーケティング戦略を念頭に置いたWebサイトやアプリのデザイン制作を請け負い、運用・更新なども手掛ける。また、業務フローや運用体制
296,コンピューターシステム株式会社,IT,training,財務や金融、物流及び生産管理などに関わるソフトウェアの設計や開発を行っている。また、サーバーやネットワークインフラの設計や構築、運用も請け
297,株式会社システムハウス．アイエヌジー,IT,training,様々な分野向けの業務用システムの開発を行っており、特に金融業界と流通業界向けのシステム開発を得意とする。投資信託管理シス
298,本多通信工業株式会社,IT,training,通信インフラ向け光ファイバー用コネクタ、FA機器向けインターフェイス用コネクタ、民生機器向けノートパソコンやデジタルカメラのメモリーカード用のソケット、ならびに車載向け車載カメラ用コネクタやケーブルハーネスなど、電気コネクタおよび光コネクタの製造や販売を手掛ける。また特定子会社である安
299,株式会社テクノ・セブン,IT,training,業務系アプリケーション開発を行う子会社の株式会社テクノ・セブンシステムズと連携し、システムの受託開発やアンケート集計・データセンター運営などのシステムサービス、ネットワーク構築・サーバー構築などのITインフラ支援などを手掛ける。また、集積回路などのハードウェアや組み込
300,システム・アルファ株式会社,IT,training,販売管理システムや生産管理システムの導入コンサルティングなどをしている会社である。業務システムやWebサービスなどのシステム
301,株式会社クロステック,IT,training,情報システムの受託開発やパッケージソフトの開発・販売を行う会社。医療機関向けシステムや金融機関向けシステムなど、様々な
302,株式会社クリエイティブジャパン,IT,training,ネットワークやセキュリティ、サーバー及びソフトウェア等のシステム設計・開発・運用・管理を行う。また、技術コンサルティングなど
303,株式会社ソルコムビジネスサービス,IT,training,パソコンやサーバーなどOA機器の販売やレンタルを手掛けている。さらにパッケージソフトやアプリケーションの設計や販
304,株式会社日進通工,IT,training,モバイルネットワークに必要な屋内、屋外の基地局建設などネットワークインフラに関わる事業を行ってい
305,株式会社ビジネス・インフォメーション・テクノロジー,IT,training,物流や小売業向けアプリの開発やコンサルティングを手掛ける。また、エンジニアの派遣などのア
306,サンワアルティス株式会社,IT,training,おもに工場での組立や半導体製造装置の据付および製造装置オペレーター等の製造系人材や事務系人材の派遣を行っている。さらに、エンジニ
307,株式会社第一コンピューター,IT,training,ソフトウェアの開発を中心として、金融系や製造系システムの開発を主としている。また、コンピューターの運用管理や障害時の一次切り分けなどのシステム運用管理を行
308,株式会社エーアイエル,IT,training,プラントエンジニアリング人材の派遣や、事務改善コンサルティングを行う。また、プラットフォーム、ミ
309,大明ネットワーク株式会社,IT,training,無線基地局およびビル内通信設備などの通信インフラ設備の設計や施工および保守を行っている。また、情報セキュリティシステムやサーバーシステムな
310,株式会社エンライズコーポレーション,IT,training,主にシステムの開発などのITインフラ環境の構築を行っている。また、ハード、ソフトウェアの保守やシステム監視、ユーザーサポートも
311,株式会社ＹＳＬソリューション,IT,training,官公庁や金融機関他、様々な企業の業務支援システムの設計・開発を手掛けている。主な開発システムとして中央省庁
312,株式会社北海道ジェイ・アール・システム開発,IT,training,北海道札幌市にて、インフラ構築や業務システムの運用および監視を手掛ける。また、ハードウェアやソフトウェ
313,株式会社アクシオ,IT,training,統合認証基盤を中心に、ケーブリングからネットワークや仮想化技術などITインフラの提供を行う。企業内のITソリューションが可能なシステムの設計や構築、および教育から運用、保
314,株式会社アルファ・ウェーブ,IT,training,主に基幹業務や業務システムの開発を請け負っている。航空運輸や証券やカード・与信などの金融機関および食品製造業などに開発
315,株式会社シーディア,IT,training,ソフトウェアやハードウェアの開発を行う会社である。通信機器や車載機器などのアプリケーション開発や、生産管理システ
316,株式会社ライトウェル,IT,training,IT基盤の構築および運用サービスを提供しており、プライベートクラウドや災害時バックアップなどIT環境を快適にするシステムを開発する。ま
317,株式会社コアコンセプト・テクノロジー,IT,training,製造プロセス改良などのコンサルティング業務や、データ分析などを用いて解析的に解決する解析ソリューション業務など
318,株式会社東北電子計算センター,IT,training,日医標準レセプトソフトや電子カルテ等の情報処理サービスの導入支援を手掛ける。また、介護福祉システム「福祉の森」
319,ＮＴＴテクノクロスサービス株式会社,IT,training,自社データセンターを活用したネットワーク構築やシステム運用及び監視を行っている。また、グループのネットワークや社内システムにおける
320,株式会社グリフィン,IT,training,windowsやLinax環境におけるソフトウェアの受託開発を行っている。銀行の与信管理や外国為替の取引システム、クレジット管理システムなど、さ
321,株式会社島津ビジネスシステムズ,IT,training,島津製作所の子会社で、島津グループの業務システムに関する設計や構築および運用等の支援を手掛ける。また、グループにおけるネットワーク構築やWeb制作
322,株式会社阪急阪神電気システム,IT,training,阪急電鉄と阪神電気鉄道の鉄道電気設備の保守および設計施工を請け負っている。主に信号工事や情報通信設備の新設工事や更新、補修工事を行う。併せて、駅務機器
323,株式会社サントラスト,IT,training,各業種の業務用ITシステムのコンサルティング・設計・開発などを請け負う会社。また、業務用Webシステムと、NETによるクライアン
324,シンカ株式会社,IT,training,学校や病院、商業施設での情報通信機器販売や設置、ネットワーク設備構築などを行う。情報システムの提案をはじめ保守や整備、修理などを
325,株式会社アルシード,IT,training,WebサイトなどWebコンテンツやスマホアプリなどの受託開発を請負う。その他、ITエンジニアを派遣してのネットワークやインフラの構築、システムの検証
326,アイテル株式会社,IT,training,金融や通信、流通関連を中心としたアプリケーション開発ならびにシステム基盤の構築などを手掛ける。また、
327,株式会社アールピーシー,IT,training,オープン系のシステム開発をメインに、汎用機まで対応したソフトウェアの開発や受託開発を手掛ける。また、ネットワークを中心
328,グロースエクスパートナーズ株式会社,IT,training,ITを用いた事業の立案や企画、Webビジネスのコンサルティング等を行う。また、Webマーケティング支
329,株式会社ギガ,IT,training,ITセキュリティサービスやコンサルティングおよび情報管理などのWebを介したサービスやソフトウェア販売を請け負う。
330,加賀ソルネット株式会社,IT,training,電子部品の販売などを手掛ける加賀電子株式会社のグループ会社である。パソコン及びタブレットや電子書籍及び周辺機器
331,株式会社メビウス,IT,training,業務アプリケーションの開発やシステム基盤の構築、運営などのコンサルティングサービスを提供する。その他、パッケージソフトカスタマ
332,ＪＸアイティソリューション株式会社,IT,training,JXTGグループの関連企業で、販売物流システムや経理システムなど、グループ内で使用するITシステムの開発・運用を行う。また、グルー
333,東邦ガス情報システム株式会社,IT,training,ITコンサルティングを行っており、システムの提案から開発、保守まで行う。また、ネットワークの設計及び構築やデータセンターの運用、
334,株式会社エフ・エム,IT,training,ネットワークやデータベース・サーバの構築・設計及び保守を行っている会社。その他にも、システ
335,ネクストウェア株式会社,IT,training,主にコンピュータシステムのコンサルティングや設計および開発、運用・保守サービスの提供、IoTソリューションサービスの提供を行う。提供しているサービスにはパソコン定型業務を自動化する「WinActor」や、顔認証システムを利用した入退室管理や防犯、テロ対策サービス「SAFR」などがある。また、製造・小売・物流におけるブロックチェーンによるシス
336,日本ソフテック株式会社,IT,training,各業種に特化したシステムソフトウェアの開発と導入支援を行う。ソフトウェアには販売管理システムや会員管理システム等がある。また、クラウドソリ
337,株式会社イシマル,IT,training,複合機などのOA機器やオフィス用品の卸売を手掛けるほか、各種メンテナンスにも対応。また、LAN配線敷設作業やルーティング設計ならびにサーバー構築や
338,遠鉄システムサービス株式会社,IT,training,主に無線LANの構築および統合管理等を行う。不正アクセスの対策やWebフィルタリング、迷惑メールの識別等のサー
339,株式会社ＡＴＧＳ,IT,training,社内のITエンジニアが顧客の会社に赴きシステム開発を行ったり、企業のシステム開発を企画から保守運用まで一貫して行うサービスを提供
340,株式会社ＪＳシステムズ,IT,training,IT向け人材やエンジニア等を対象とした人材派遣を手掛ける。また「本郷アカデミー」の運営を行い、IT講座や医療事務講座および英語e-ラーニング講座などを開催する他、公共職業訓練や求職者支援訓練にも対応。さらに、旅行会社向けクラウドサービス運用保守などシステム並びにイ
341,アイテックジャパン株式会社,IT,training,主に、銀行などの金融や自治体などの公共、産業に対するソフトウェアの受託開発を行う。また、ITインフラの企画や設計、構築お
342,株式会社広島情報シンフォニー,IT,training,ITソリューションの提供を主な業務とする。個別ソフトウェア開発やITコンサルティング、COBOLマイグレーションなどIT関
343,オープンリソース株式会社,IT,training,企業にコンサルティングを行い、モデル化した業務プロセスをベースとしたプログラムを構築・提供を手掛けている。自社オリジ
344,株式会社旅人,IT,training,顧客からの技術的な問い合わせに対応するテクニカルサポート代行を中心に、バックオフィス支援やアウトバウンド代行を行う。また、首都圏
345,株式会社エースリー,IT,training,システム監視・障害対応などのシステム運用や、サーバ構築・ネットワーク設計及び構築などのシステム開発を行っている。また、業務アプリ
346,株式会社いよぎんコンピュータサービス,IT,training,業務内容に合わせたWebアプリケーションの設計や開発およびネットワークの構築やセキュリティ対策を行う会社である。また、業務のシステ
347,株式会社ランシステム,IT,training,主に、直営店舗事業・外販事業・不動産事業を手掛ける。直営店舗事業では、複合カフェ「スペースクリエイト自遊空間」などの店舗展開を行っている。また、子会社である株式会社ランセカンドとともにアミューズメントカジノ店舗・カプセルホテル店舗・飲食店舗を運営を担う。外販事業では、各種システム等の販売
348,株式会社ネットワーク,IT,training,業務アプリケーションやシステムの開発ならびに構築などを中心に手掛ける。主に損害保険システムをはじめ、ICカード利用ポイント
349,株式会社シー・キューブド・アイ・システムズ,IT,training,システム維持管理や運用技術調査研究、24時間システム監視業務などのシステムインテグレーションを手掛ける。また、大規模システムの開発および機能改善、システ
350,株式会社メディアフォース,IT,training,継続的にITの最適化を行うITマネージメントサービスや最適なパッケージ・サービスの選択を行うエンタープラ
351,西部ガス情報システム株式会社,IT,training,西部ガスグループの情報システム会社として、ガス事業者用のパッケージソフト「シスコムキューブ」などの開発および卸売を行う。また、セキュリ
352,株式会社アイティーシー,IT,training,サーバーの構築やシステム運用の設計を行う会社である。また、金融機関や官公庁向けにネットワー
353,株式会社グッドワークス,IT,training,オープン系ソフトウェアの設計・開発や、企業内のサーバー及びネットワークの設計や構築、保守を手がける。また、受託開発に
354,グローバルソリューションサービス株式会社,IT,training,Apple正規サービスプロパイダ「クイックガレージ」店舗を全国に展開し、パソコン・スマートフォンの修理サービスを提供している会社。また東京・大阪にて「集中修理センター」を運営し、Wi
355,コムシステクノ株式会社,IT,training,コムシスグループの基幹システムや学務システム、顧客管理システムなどの開発を行う会社。また運用も行い、ヘルプデスクサービスやシステムの監
356,富士コンピュータ株式会社,IT,training,企業のソフトウェアの開発やコンピュータ機器の販売、ITコンサルティングなどを行う会社。また、Webペー
357,ディースタンダード株式会社,IT,training,顧客管理システムなどの開発や、Webサイトの設計・制作を主に行っている会社。また、サーバーやネットワークの構築など、ITインフ
358,アイラビット株式会社,IT,training,ERP導入コンサルティングや開発・導入・運用及び保守サポートを主業とする会社。また、顧客ニーズに最適なソリューシ
359,興南設計株式会社,IT,training,プラント設備や自動車・家電、ならびに産業設備・航空機関連など、各分野の機械設計や製図を行っている。また、取扱説明書・パンフレット等の作成や
360,株式会社菱友システムビジネス,IT,training,サーバーの受諾保守、データ消去などのカストマーサービスを行うほか、プリンターやPCといったIT機器買取サービス
361,日本ハムシステムソリューションズ株式会社,IT,training,ニッポンハムグループのシステム導入や運用を手掛ける。コンピューターやネットワーク網といった、グ
362,日本システム・エイト株式会社,IT,training,自動車搭載機器や医療機器および産業用機械などの回路設計や設備・機械設計および組込ソフトウェアの設計開発を手掛ける。また、社内通信インフラ関連シ
363,新明和ソフトテクノロジ株式会社,IT,training,新明和グループの企業として、業務系およびモバイル系システムの開発を手掛ける。設計検討や図面化、ならびに製品データの管理などの「SOLI
364,エヌ・ディー・アール株式会社,IT,training,各企業や団体へ向け、アプリケーションの開発及びITシステムの総合企画を手掛ける。また、データベースやOS、ストレージ
365,シンクレイヤ株式会社,IT,training,ケーブルテレビ事業者を対象とし、コンサルティングを行い、ネットワークの設計や構築および保守を手掛ける。また、ビルや集合住宅のテレビ共聴システムおよび大規模コンベンション施設内のデータ通信機能の設計や構築といった一定エリア内でのネットワーク構築にも対応する。施工およ
366,株式会社ソルネット,IT,training,環境システムや公共システムをはじめ、学校システムや医療システムなどに関するコンサルティングを行っている。また、システムの設計開発か
367,メック情報開発株式会社,IT,training,三菱地所グループ内におけるシステム企画や開発、保守および運用などを行っている。主に、ビルマネジメントやショップマネジメントシステム等
368,株式会社ステップ,IT,training,コンピュータシステムの受託開発を主な業務としており、自社パッケージソフト開発および販売、その他アプリケーションの設計および製造も手掛ける。
369,株式会社システムイオ,IT,training,業務システムやアプリケーションの設計から開発、導入やオペレータによる運用保守までを行う会社。また、赤外線3D顔認証システム「Broadway
370,株式会社オーネスト,IT,training,移動体通信システムのポータルサポートや組込システムの開発などを行う。また、小売企業向けの基幹システムや投資家向け情報サイトの管理システムなどの開発に携わる
371,株式会社高文,IT,training,無線LANシステムやビジネスホンなどのネットワークインフラの構築を請け負う。また、通信機器やケーブルなどの関連商品も卸売。その他、
372,株式会社カジマアイシーティ,IT,training,鹿島建設株式会社のグループ会社で、ICTの運用や情報システムの構築・管理を行っている会社。IT機器管理サポートや
373,アクレスコ株式会社,IT,training,ネットワークやサーバーの設計や構築、保守業務を行っている。また、キャリア通信設備の構築やネット
374,オブザーブ株式会社,IT,training,サーバ・ネットワーク・ミドルウェアなどのITインフラの構築および運用サービスを行う会社。また、金融業・メーカー向けなどのWeb系・業務
375,ケーアイディー株式会社,IT,training,主に銀行やメーカー、保険などの企業のサーバーの設計や構築、運用および保守などのサービスを展開している。その他、
376,日本事務開発株式会社,IT,training,システム開発やIT人材の派遣を柱にした技術支援や運用支援を中心に、ITやICTなどによるソリューションを提供してい
377,株式会社リードオフネット,IT,training,Webサイトの運営コンサルティングやWeb制作・システム構築などを手掛けている会社。また、モバイルデバイスやインター
378,ヒューマンリレーションネクスト株式会社,IT,training,IT戦略やアクションプランの立案などの経営に関するIT支援を行っている。そのほか、サーバーの管理や情報セキュリティの保護、
379,株式会社ベストサポートシステムズ,IT,training,ITインフラ環境の構築、保守・運用を行う。実績として、金融機関向け統合サーバー設計・構築および運用・管理、通信キャリア向け大
380,秋田ゼロックス株式会社,IT,training,富士ゼロックスの商品を中心に、カラー複合機やファクシミリなどの商品の卸売を手掛ける。また、クラウドサービスを活用したソフトウェアも取り
381,株式会社日本ブレーン,IT,training,金融や通信、および官庁向け業務アプリケーションの設計及び開発を行う。開発アプリケーションは、マイクロファイナンス機関向けの経営管理シ
382,株式会社ネクストワン,IT,training,ITサービスマネージメントやセキュリティ、Webサイト及びアプリケーション制作などを手掛ける。ITエンジニアリソース提供やクラウドシステム導入支援・運用、ネ
383,株式会社エフエスアイ,IT,training,金融・流通・製造・サービス業などの業務用アプリケーションの開発が主な業務である。運用スケジュールの立案やシステムの改
384,株式会社サンシーア,IT,training,Webシステムの受託開発やWebサーバー設計・構築等を行っている会社。ECサイトや受発注管理システムなどを開発している。また
385,株式会社インフォコム東日本,IT,training,通信キャリア向け無停止型通信ソリューションや、基幹業務システムの開発・保守・運用の支援を行う。また、一般財団法人Rubyアソシエーションの「R
386,株式会社シスコ,IT,training,主に東レグループを対象として、基幹系システム管理運用やネットワーク・サーバーの構築及び管理などを行っている。また、FA
387,株式会社トレックス,IT,training,システム開発やインフラの構築、プロダクト開発などを実施する会社。主に金融や流通、製造業など向けの業務効率化システムやECサイト制作支援などを手掛
388,常陽コンピューターサービス株式会社,IT,training,常陽銀行のグループ会社で給与計算代行やマイナンバー管理システムの販売を行う。また、システムの受託開発や、社内間のネットワーク構築及びセキュリティ
389,株式会社プロビズモ,IT,training,官公庁や企業向けのシステムの開発や、サーバーなどのITインフラの構築、教務学事支援システム「学事エース」の導入などを主に行う。取
390,株式会社都築ソフトウエア,IT,training,通信や制御系のソフトウェアやシステム開発、およびシステム構築やITインフラ構築などを行う。また、自治体や官公庁に
391,アグレックスファインテクノ株式会社,IT,training,基幹系や情報系のシステム開発や、メーカー系エレクトロニクス製品の開発サポートをしている会社。システムの企画から構築、保守まで一
392,システム・エナジー株式会社,IT,training,企業向けの業務アプリケーションの提案や設計、開発および保守、運用を行う。また、ITインフラの構築にも対応し、ホストマシンやサーバ、ストレ
393,商船三井システムズ株式会社,IT,training,商船三井グループのシステムやネットワークの構築および保守、グループ各社における機器やソフトウェアの管理や入れ替えなどを手掛
394,司システム株式会社,IT,training,システム構築に関する企画や設計、開発などを請け負う。官公庁や金融機関向けシステムなどの開発実績がある。防犯カメラシステム「ドーベル
395,株式会社アルファ設計,IT,training,戸建住宅や集合住宅、ならびに商業施設や病院などの設計やデザインを行っている。また、プラント設備や配管空調設計および電気設備の設計などを請
396,株式会社セントラルシステムズ,IT,training,企業Webサイトの予約・在庫管理システムの構築や、官公庁の年金・税務管理システムの開発を行う会社。またネットワーク関連のシステム運用
397,株式会社フォー・ジェイ,IT,training,IT系人材のアウトソーシングおよびソフト受託開発を主力事業として行う会社。エンジニアやプログラマーなどの技術者、営業
398,株式会社アイシス,IT,training,ルータやハブを用いたネットワーク構築やサーバー構築、ITシステムの設計・開発並びに運用など、ITに関するサービスを提供する会社。また、オペレータや監視員の派遣や、入力・郵
399,エヌアイシー・ソフト株式会社,IT,training,日本情報通信株式会社100%子会社。基幹業務システムやWeb用・スマートフォン用のアプリケー
400,株式会社ラクシー,IT,test,YKKAP株式会社のグループ企業であり、主にマンションやビルなどの修繕工事を請け負う。外壁や防水層の更新および躯体の補修工事に加えて、
401,株式会社ＳＨＴ,IT,test,公共機関や金融機関、製造業者や流通業者等の様々な業種の法人に対し、サーバやネットワークの設計構築から運用保守、システム開発までを一貫して行
402,株式会社シグマイン,IT,test,金融業向けにITコンサルティングやシステム基盤構築などを行う。また、クラウドやネットワークの基盤構築および
403,ソリューション・ラボ・横浜株式会社,IT,test,IBM System zシリーズのサーバーのITインフラ技術支援事業を行う。サーバやワークステーションのシステム設計や
404,株式会社ジールホールディングス,IT,test,グループの経営管理およびITコンサルティング・人材サービスを主力事業として行う会社である。Webマーケティン
405,株式会社コトブキソリューション,IT,test,主に、スマートフォンアプリの開発や運用、ソフトウェアの開発を行っている。また、データベース構築やシステム運
406,ソフトウエアクリエイション株式会社,IT,test,システムの開発・設計、データ管理、タスク管理などのソフトウェア開発を行う。また、顧客の要望に合わせた
407,株式会社流通コミュニケーションズ,IT,test,NGNやデータ通信、電話通信などの回線やシステムの提案を行い、ITインフラ整備支援を手掛ける。また、テレマーケティングやフィールドマーケティングによる営業代行にも取り組む
408,サン電通エンジニアリング株式会社,IT,test,LANの構築やネットワーク機器など電気通信システムの設計から施工、メンテナンスまでを一貫して請け負う。主な取引先には国土交通省や学校、企業など
409,株式会社アジアンリンク,IT,test,ITを活用した業務効率化およびコストダウンを目的としたコンサルティングを行う。また、システムインテ
410,株式会社創和ビジネス・マシンズ,IT,test,公共機関や民間企業の依頼により、企業の情報システムの構築を請け負うシステムインテグレーション事業を請け負う。県や市町村、食品製造業およびガス関連企業などを対
411,株式会社日本ソフトウェアクリエイティブ,IT,test,システム・インテグレーション事業として、ネットワークやサーバーの設計から構築、運用、保守までを手掛ける。また、ソフトウェアの
412,株式会社ブロードバンドタワー,IT,test,企業向けのデータセンター運用などのインターネットインフラ事業として、コンピュータプラットフォーム事業、IoT・AIソリューション事業を手掛ける。コンピュータプラットフォーム事業では、クラウドサービス「c9」やDell EMC社のパートナー企業としてストレージ「Dell EMC Isilon スケールアウトNAS」を提供する。また、Io
413,株式会社エヌ・テイ・エス,IT,test,地方自治体をはじめ、金融や医療、流通関連システムなど幅広いジャンルのソフトウェアに関し設計および開
414,関越情報システム株式会社,IT,test,情報処理に関するサポートやシステムおよびソフトウェアの受託開発を手掛ける。また、それらのシステムの保守
415,株式会社シー・エル・エス,IT,test,大手金融機関基幹システムやアパレル倉庫無人化自動システムなどのシステム開発を手掛けている。また、ネットワー
416,株式会社ピーダブルビー,IT,test,プリント基盤の製造やシステムの開発を行う。基板の製造は、設計や組み立てから動作試験までを手掛けている。また、システム開発は、業
417,株式会社エスエスイー,IT,test,土木積算や顧客管理、販売管理などのソフトウェアの開発およびカスタマイズを行っている。また、地方自治体向けの総
418,再春館システム株式会社,IT,test,アプリケーションソフトウェアの受託開発やネットワークシステムの構築などを手掛ける再春館製薬所グループの会社。
419,みんなの未来株式会社,IT,test,システム開発の設計や開発・保守、その他ITに関する幅広いサービスを提供している。主にシステムエンジニアリングサー
420,株式会社オカモトヤ,IT,test,OA機器やオフィス用家具および事務用品・文具、印刷物の販売などを行っている。また、OA機器の修理や防災用品の販売の他、ファイルサーバー構築や勤怠管理システムの
421,シーアンドエス株式会社,IT,test,電子カルテや医療事務に保健請求やレセプトチェックなどの医療システムを開発する他、運用管理も行う。また、デジタル家電やOA、パソコンなどのセキュリテ
422,株式会社ＢＴＭ,IT,test,主に企業のWebサイトやアプリの受託開発支援を行っている会社。ソフトウェア・システムの開発エンジニアを、企業側に常駐させてサービスを
423,栄月株式会社,IT,test,ガソリンや潤滑油などの燃料の卸売を手掛けている。また、ガソリンスタンドの運営やプロパンガスおよびガス機器の販売も請け負う。その他、車検や板金塗装な
424,株式会社ユアブレインズ,IT,test,金融機関、公共、製造、流通などのシステム開発や、クラウドやネットワーク、データベースなどのIT基盤の構
425,グローバルコムサービス株式会社,IT,test,情報システムに関連する企画や設計およびシステムの構築や保守等を行っている。また、OSインストールや定
426,フォワードソフト株式会社,IT,test,製造業や金融業など様々な業種分野において、Windows・Unixなどのオープン系システム環境でアプリケーション開発やシステム基盤構築・運用支援等を
427,株式会社デジタルブロックス,IT,test,自社内でシステム開発や各種アプリケーション開発、インフラ構築を含めた各種メンテナンスを一貫
428,株式会社アトムシステム,IT,test,財務会計や物流管理、IoTなどの分野のシステムの受託開発や提案、設計支援及び販売を行っている。また、ネットワークシス
